STCOUNTYFP,STNAME,CTYNAME,POPESTIMATE2013
29179,Missouri,Reynolds County,6454
29181,Missouri,Ripley County,13985
29183,Missouri,St. Charles County,374288
29185,Missouri,St. Clair County,9487
29186,Missouri,Ste. Genevieve County,17951
29187,Missouri,St. Francois County,66102
29189,Missouri,St. Louis County,1000456
29195,Missouri,Saline County,23355
29197,Missouri,Schuyler County,4370
29199,Missouri,Scotland County,4893
29201,Missouri,Scott County,39207
29203,Missouri,Shannon County,8288
29205,Missouri,Shelby County,6152
29207,Missouri,Stoddard County,29795
29209,Missouri,Stone County,31658
29211,Missouri,Sullivan County,6497
29213,Missouri,Taney County,53255
29215,Missouri,Texas County,25685
29217,Missouri,Vernon County,20978
29219,Missouri,Warren County,32980
29221,Missouri,Washington County,25144
29223,Missouri,Wayne County,13475
29225,Missouri,Webster County,36626
29227,Missouri,Worth County,2079
29229,Missouri,Wright County,18333
29510,Missouri,St. Louis city,318476
30000,Montana,Montana,1013569
30001,Montana,Beaverhead County,9306
30003,Montana,Big Horn County,13117
30005,Montana,Blaine County,6637
30007,Montana,Broadwater County,5676
30009,Montana,Carbon County,10337
30011,Montana,Carter County,1152
30013,Montana,Cascade County,82194
30015,Montana,Chouteau County,5853
30017,Montana,Custer County,11873
30019,Montana,Daniels County,1777
30021,Montana,Dawson County,9381
30023,Montana,Deer Lodge County,9257
30025,Montana,Fallon County,3047
30027,Montana,Fergus County,11464
30029,Montana,Flathead County,92935
30031,Montana,Gallatin County,94798
30033,Montana,Garfield County,1254
30035,Montana,Glacier County,13789
30037,Montana,Golden Valley County,846
30039,Montana,Granite County,3069
30041,Montana,Hill County,16535
30043,Montana,Jefferson County,11455
30045,Montana,Judith Basin County,2000
30047,Montana,Lake County,29121
30049,Montana,Lewis and Clark County,65234
30051,Montana,Liberty County,2362
30053,Montana,Lincoln County,19424
30055,Montana,McCone County,1715
30057,Montana,Madison County,7674
30059,Montana,Meagher County,1904
30061,Montana,Mineral County,4228
30063,Montana,Missoula County,111900
30065,Montana,Musselshell County,4681
30067,Montana,Park County,15698
30069,Montana,Petroleum County,504
30071,Montana,Phillips County,4159
30073,Montana,Pondera County,6216
30075,Montana,Powder River County,1753
30077,Montana,Powell County,6957
30079,Montana,Prairie County,1163
30081,Montana,Ravalli County,40668
30083,Montana,Richland County,11154
30085,Montana,Roosevelt County,11089
30087,Montana,Rosebud County,9298
30089,Montana,Sanders County,11310
30091,Montana,Sheridan County,3626
30093,Montana,Silver Bow County,34574
30095,Montana,Stillwater County,9255
30097,Montana,Sweet Grass County,3658
30099,Montana,Teton County,6051
30101,Montana,Toole County,5121
30103,Montana,Treasure County,693
30105,Montana,Valley County,7628
30107,Montana,Wheatland County,2123
30109,Montana,Wibaux County,1101
30111,Montana,Yellowstone County,153775
31000,Nebraska,Nebraska,1865279
31001,Nebraska,Adams County,31527
31003,Nebraska,Antelope County,6472
31005,Nebraska,Arthur County,454
31007,Nebraska,Banner County,678
31009,Nebraska,Blaine County,470
31011,Nebraska,Boone County,5397
31013,Nebraska,Box Butte County,11296
31015,Nebraska,Boyd County,2016
31017,Nebraska,Brown County,2958
31019,Nebraska,Buffalo County,47999
31021,Nebraska,Burt County,6570
31023,Nebraska,Butler County,8231
31025,Nebraska,Cass County,25295
31027,Nebraska,Cedar County,8625
31029,Nebraska,Chase County,3981
31031,Nebraska,Cherry County,5755
31033,Nebraska,Cheyenne County,10067
31035,Nebraska,Clay County,6358
31037,Nebraska,Colfax County,10454
31039,Nebraska,Cuming County,9010
31041,Nebraska,Custer County,10828
31043,Nebraska,Dakota County,20765
31045,Nebraska,Dawes County,9062
31047,Nebraska,Dawson County,24016
31049,Nebraska,Deuel County,1920
31051,Nebraska,Dixon County,5815
31053,Nebraska,Dodge County,36497
31055,Nebraska,Douglas County,536734
31057,Nebraska,Dundy County,1955
31059,Nebraska,Fillmore County,5637
31061,Nebraska,Franklin County,3063
31063,Nebraska,Frontier County,2716
31065,Nebraska,Furnas County,4830
31067,Nebraska,Gage County,21767
31069,Nebraska,Garden County,1923
31071,Nebraska,Garfield County,2022
31073,Nebraska,Gosper County,2017
31075,Nebraska,Grant County,633
31077,Nebraska,Greeley County,2483
31079,Nebraska,Hall County,60485
31081,Nebraska,Hamilton County,9122
31083,Nebraska,Harlan County,3488
31085,Nebraska,Hayes County,947
31087,Nebraska,Hitchcock County,2853
31089,Nebraska,Holt County,10380
31091,Nebraska,Hooker County,731
31093,Nebraska,Howard County,6337
31095,Nebraska,Jefferson County,7512
31097,Nebraska,Johnson County,5167
31099,Nebraska,Kearney County,6486
31101,Nebraska,Keith County,8158
31103,Nebraska,Keya Paha County,790
31105,Nebraska,Kimball County,3694
31107,Nebraska,Knox County,8552
31109,Nebraska,Lancaster County,297109
31111,Nebraska,Lincoln County,35936
31113,Nebraska,Logan County,777
31115,Nebraska,Loup County,587
31117,Nebraska,McPherson County,528
31119,Nebraska,Madison County,35147
31121,Nebraska,Merrick County,7830
31123,Nebraska,Morrill County,4925
31125,Nebraska,Nance County,3558
31127,Nebraska,Nemaha County,7149
31129,Nebraska,Nuckolls County,4384
31131,Nebraska,Otoe County,15688
31133,Nebraska,Pawnee County,2750
31135,Nebraska,Perkins County,2891
31137,Nebraska,Phelps County,9179
31139,Nebraska,Pierce County,7180
31141,Nebraska,Platte County,32595
31143,Nebraska,Polk County,5242
31145,Nebraska,Red Willow County,11053
31147,Nebraska,Richardson County,8131
31149,Nebraska,Rock County,1440
31151,Nebraska,Saline County,14299
31153,Nebraska,Sarpy County,168990
31155,Nebraska,Saunders County,20877
31157,Nebraska,Scotts Bluff County,36853
31159,Nebraska,Seward County,16994
31161,Nebraska,Sheridan County,5208
31163,Nebraska,Sherman County,3061
31165,Nebraska,Sioux County,1330
31167,Nebraska,Stanton County,6087
31169,Nebraska,Thayer County,5179
31171,Nebraska,Thomas County,705
31173,Nebraska,Thurston County,6872
31175,Nebraska,Valley County,4181
31177,Nebraska,Washington County,19851
31179,Nebraska,Wayne County,9441
31181,Nebraska,Webster County,3643
31183,Nebraska,Wheeler County,779
31185,Nebraska,York County,13852
32000,Nevada,Nevada,2775970
32001,Nevada,Churchill County,23927
32003,Nevada,Clark County,2017193
32005,Nevada,Douglas County,46935
32007,Nevada,Elko County,52334
32009,Nevada,Esmeralda County,847
32011,Nevada,Eureka County,2049
32013,Nevada,Humboldt County,17354
32015,Nevada,Lander County,6060
32017,Nevada,Lincoln County,5267
32019,Nevada,Lyon County,51090
32021,Nevada,Mineral County,4553
32023,Nevada,Nye County,42869
32027,Nevada,Pershing County,6842
32029,Nevada,Storey County,3795
32031,Nevada,Washoe County,431083
32033,Nevada,White Pine County,10046
32510,Nevada,Carson City,53726
33000,New Hampshire,New Hampshire,1326622
33001,New Hampshire,Belknap County,60235
33003,New Hampshire,Carroll County,47520
33005,New Hampshire,Cheshire County,76712
33007,New Hampshire,Coos County,31949
33009,New Hampshire,Grafton County,89894
33011,New Hampshire,Hillsborough County,405281
33013,New Hampshire,Merrimack County,147497
33015,New Hampshire,Rockingham County,299456
33017,New Hampshire,Strafford County,125029
33019,New Hampshire,Sullivan County,43049
34000,New Jersey,New Jersey,8856972
34001,New Jersey,Atlantic County,274314
34003,New Jersey,Bergen County,919951
34005,New Jersey,Burlington County,448824
34007,New Jersey,Camden County,509908
34009,New Jersey,Cape May County,95498
34011,New Jersey,Cumberland County,156098
34013,New Jersey,Essex County,786649
34015,New Jersey,Gloucester County,289883
34017,New Jersey,Hudson County,657047
34019,New Jersey,Hunterdon County,126376
34021,New Jersey,Mercer County,369429
34023,New Jersey,Middlesex County,821743
34025,New Jersey,Monmouth County,626912
34027,New Jersey,Morris County,496030
34029,New Jersey,Ocean County,582059
34031,New Jersey,Passaic County,503857
34033,New Jersey,Salem County,64786
34035,New Jersey,Somerset County,329047
34037,New Jersey,Sussex County,145639
34039,New Jersey,Union County,546025
34041,New Jersey,Warren County,106897
35000,New Mexico,New Mexico,2092273
35001,New Mexico,Bernalillo County,676326
35003,New Mexico,Catron County,3586
35005,New Mexico,Chaves County,66009
35006,New Mexico,Cibola County,27414
35007,New Mexico,Colfax County,13068
35009,New Mexico,Curry County,50775
35011,New Mexico,De Baca County,1928
35013,New Mexico,Doña Ana County,214288
35015,New Mexico,Eddy County,55662
35017,New Mexico,Grant County,29104
35019,New Mexico,Guadalupe County,4531
35021,New Mexico,Harding County,691
35023,New Mexico,Hidalgo County,4624
35025,New Mexico,Lea County,68613
35027,New Mexico,Lincoln County,19976
35028,New Mexico,Los Alamos County,17947
35029,New Mexico,Luna County,24592
35031,New Mexico,McKinley County,72665
35033,New Mexico,Mora County,4695
35035,New Mexico,Otero County,66304
35037,New Mexico,Quay County,8675
35039,New Mexico,Rio Arriba County,40064
35041,New Mexico,Roosevelt County,20021
35043,New Mexico,Sandoval County,136311
35045,New Mexico,San Juan County,129467
35047,New Mexico,San Miguel County,28819
35049,New Mexico,Santa Fe County,147465
35051,New Mexico,Sierra County,11524
35053,New Mexico,Socorro County,17509
35055,New Mexico,Taos County,32957
35057,New Mexico,Torrance County,15825
35059,New Mexico,Union County,4347
35061,New Mexico,Valencia County,76491
36000,New York,New York,19624447
36001,New York,Albany County,306589
36003,New York,Allegany County,47900
36005,New York,Bronx County,1421928
36007,New York,Broome County,197914
36009,New York,Cattaraugus County,78996
36011,New York,Cayuga County,79088
36013,New York,Chautauqua County,132852
36015,New York,Chemung County,88199
36017,New York,Chenango County,49477
36019,New York,Clinton County,81523
36021,New York,Columbia County,62170
36023,New York,Cortland County,48905
36025,New York,Delaware County,46803
36027,New York,Dutchess County,296268
36029,New York,Erie County,920869
36031,New York,Essex County,38601
36033,New York,Franklin County,51212
36035,New York,Fulton County,54345
36037,New York,Genesee County,59112
36039,New York,Greene County,48308
36041,New York,Hamilton County,4766
36043,New York,Herkimer County,63883
36045,New York,Jefferson County,118490
36047,New York,Kings County,2587684
36049,New York,Lewis County,27098
36051,New York,Livingston County,64627
36053,New York,Madison County,72457
36055,New York,Monroe County,748290
36057,New York,Montgomery County,49743
36059,New York,Nassau County,1352193
36061,New York,New York County,1627491
36063,New York,Niagara County,214105
36065,New York,Oneida County,233347
36067,New York,Onondaga County,468146
36069,New York,Ontario County,109044
36071,New York,Orange County,374320
36073,New York,Orleans County,42229
36075,New York,Oswego County,121170
36077,New York,Otsego County,61614
36079,New York,Putnam County,99572
36081,New York,Queens County,2287185
36083,New York,Rensselaer County,159545
36085,New York,Richmond County,471803
36087,New York,Rockland County,319284
36089,New York,St. Lawrence County,111931
36091,New York,Saratoga County,224087
36093,New York,Schenectady County,154944
36095,New York,Schoharie County,31900
36097,New York,Schuyler County,18382
36099,New York,Seneca County,35250
36101,New York,Steuben County,98843
36103,New York,Suffolk County,1497346
36105,New York,Sullivan County,76945
36107,New York,Tioga County,50103
36109,New York,Tompkins County,103553
36111,New York,Ulster County,180698
36113,New York,Warren County,65083
36115,New York,Washington County,62765
36117,New York,Wayne County,92339
36119,New York,Westchester County,964567
36121,New York,Wyoming County,41359
36123,New York,Yates County,25207
37000,North Carolina,North Carolina,9843336
37001,North Carolina,Alamance County,154162
37003,North Carolina,Alexander County,37012
37005,North Carolina,Alleghany County,10903
37007,North Carolina,Anson County,25957
37009,North Carolina,Ashe County,26840
37011,North Carolina,Avery County,17654
37013,North Carolina,Beaufort County,47382
37015,North Carolina,Bertie County,20326
37017,North Carolina,Bladen County,34618
37019,North Carolina,Brunswick County,114922
37021,North Carolina,Buncombe County,246807
37023,North Carolina,Burke County,89354
37025,North Carolina,Cabarrus County,187240
37027,North Carolina,Caldwell County,82048
37029,North Carolina,Camden County,10116
37031,North Carolina,Carteret County,68388
37033,North Carolina,Caswell County,23093
37035,North Carolina,Catawba County,154965
37037,North Carolina,Chatham County,65243
37039,North Carolina,Cherokee County,27125
37041,North Carolina,Chowan County,14668
37043,North Carolina,Clay County,10597
37045,North Carolina,Cleveland County,96873
37047,North Carolina,Columbus County,57080
37049,North Carolina,Craven County,104285
37051,North Carolina,Cumberland County,332997
37053,North Carolina,Currituck County,24253
37055,North Carolina,Dare County,34810
37057,North Carolina,Davidson County,163295
37059,North Carolina,Davie County,41435
37061,North Carolina,Duplin County,59328
37063,North Carolina,Durham County,288723
37065,North Carolina,Edgecombe County,55422
37067,North Carolina,Forsyth County,360594
37069,North Carolina,Franklin County,62074
37071,North Carolina,Gaston County,209212
37073,North Carolina,Gates County,11703
37075,North Carolina,Graham County,8719
37077,North Carolina,Granville County,57762
37079,North Carolina,Greene County,21011
37081,North Carolina,Guilford County,506400
37083,North Carolina,Halifax County,53187
37085,North Carolina,Harnett County,125028
37087,North Carolina,Haywood County,58962
37089,North Carolina,Henderson County,108879
37091,North Carolina,Hertford County,24575
37093,North Carolina,Hoke County,51155
37095,North Carolina,Hyde County,5654
37097,North Carolina,Iredell County,164582
37099,North Carolina,Jackson County,41001
37101,North Carolina,Johnston County,177227
37103,North Carolina,Jones County,10007
37105,North Carolina,Lee County,59762
37107,North Carolina,Lenoir County,58732
37109,North Carolina,Lincoln County,79111
37111,North Carolina,McDowell County,45021
37113,North Carolina,Macon County,33738
37115,North Carolina,Madison County,21147
37117,North Carolina,Martin County,23637
37119,North Carolina,Mecklenburg County,990677
37121,North Carolina,Mitchell County,15282
37123,North Carolina,Montgomery County,27446
37125,North Carolina,Moore County,91366
37127,North Carolina,Nash County,94421
37129,North Carolina,New Hanover County,212921
37131,North Carolina,Northampton County,20856
37133,North Carolina,Onslow County,192354
37135,North Carolina,Orange County,139397
37137,North Carolina,Pamlico County,12880
37139,North Carolina,Pasquotank County,39548
37141,North Carolina,Pender County,54779
37143,North Carolina,Perquimans County,13634
37145,North Carolina,Person County,39239
37147,North Carolina,Pitt County,174380
37149,North Carolina,Polk County,20388
37151,North Carolina,Randolph County,142308
37153,North Carolina,Richmond County,46133
37155,North Carolina,Robeson County,135136
37157,North Carolina,Rockingham County,91896
37159,North Carolina,Rowan County,137690
37161,North Carolina,Rutherford County,66847
37163,North Carolina,Sampson County,63898
37165,North Carolina,Scotland County,35911
37167,North Carolina,Stanly County,60633
37169,North Carolina,Stokes County,46514
37171,North Carolina,Surry County,72643
37173,North Carolina,Swain County,13977
37175,North Carolina,Transylvania County,32827
37177,North Carolina,Tyrrell County,4104
37179,North Carolina,Union County,212200
37181,North Carolina,Vance County,44491
37183,North Carolina,Wake County,974198
37185,North Carolina,Warren County,20600
37187,North Carolina,Washington County,12669
37189,North Carolina,Watauga County,52295
37191,North Carolina,Wayne County,124587
37193,North Carolina,Wilkes County,68609
37195,North Carolina,Wilson County,81189
37197,North Carolina,Yadkin County,38063
37199,North Carolina,Yancey County,17549
38000,North Dakota,North Dakota,722036
38001,North Dakota,Adams County,2391
38003,North Dakota,Barnes County,11115
38005,North Dakota,Benson County,6899
38007,North Dakota,Billings County,912
38009,North Dakota,Bottineau County,6738
38011,North Dakota,Bowman County,3214
38013,North Dakota,Burke County,2305
38015,North Dakota,Burleigh County,88422
38017,North Dakota,Cass County,162837
38019,North Dakota,Cavalier County,3856
38021,North Dakota,Dickey County,5194
38023,North Dakota,Divide County,2327
38025,North Dakota,Dunn County,4140
38027,North Dakota,Eddy County,2367
38029,North Dakota,Emmons County,3476
38031,North Dakota,Foster County,3355
38033,North Dakota,Golden Valley County,1825
38035,North Dakota,Grand Forks County,69102
38037,North Dakota,Grant County,2393
38039,North Dakota,Griggs County,2284
38041,North Dakota,Hettinger County,2644
38043,North Dakota,Kidder County,2444
38045,North Dakota,LaMoure County,4101
38047,North Dakota,Logan County,1932
38049,North Dakota,McHenry County,5908
38051,North Dakota,McIntosh County,2738
38053,North Dakota,McKenzie County,9278
38055,North Dakota,McLean County,9464
38057,North Dakota,Mercer County,8589
38059,North Dakota,Morton County,28929
38061,North Dakota,Mountrail County,9340
38063,North Dakota,Nelson County,3052
38065,North Dakota,Oliver County,1889
38067,North Dakota,Pembina County,7098
38069,North Dakota,Pierce County,4419
38071,North Dakota,Ramsey County,11579
38073,North Dakota,Ransom County,5496
38075,North Dakota,Renville County,2613
38077,North Dakota,Richland County,16291
38079,North Dakota,Rolette County,14680
38081,North Dakota,Sargent County,3879
38083,North Dakota,Sheridan County,1327
38085,North Dakota,Sioux County,4434
38087,North Dakota,Slope County,771
38089,North Dakota,Stark County,28317
38091,North Dakota,Steele County,1918
38093,North Dakota,Stutsman County,21082
38095,North Dakota,Towner County,2264
38097,North Dakota,Traill County,8188
38099,North Dakota,Walsh County,11081
38101,North Dakota,Ward County,67398
38103,North Dakota,Wells County,4150
38105,North Dakota,Williams County,29591
39000,Ohio,Ohio,11576684
39001,Ohio,Adams County,28089
39003,Ohio,Allen County,105055
39005,Ohio,Ashland County,53153
39007,Ohio,Ashtabula County,99746
39009,Ohio,Athens County,64594
39011,Ohio,Auglaize County,45801
39013,Ohio,Belmont County,69563
39015,Ohio,Brown County,44111
39017,Ohio,Butler County,371395
39019,Ohio,Carroll County,28257
39021,Ohio,Champaign County,39461
39023,Ohio,Clark County,136638
39025,Ohio,Clermont County,200447
39027,Ohio,Clinton County,41864
39029,Ohio,Columbiana County,105959
39031,Ohio,Coshocton County,36723
39033,Ohio,Crawford County,42713
39035,Ohio,Cuyahoga County,1265442
39037,Ohio,Darke County,52306
39039,Ohio,Defiance County,38564
39041,Ohio,Delaware County,185380
39043,Ohio,Erie County,76053
39045,Ohio,Fairfield County,148796
39047,Ohio,Fayette County,28686
39049,Ohio,Franklin County,1218878
39051,Ohio,Fulton County,42199
39053,Ohio,Gallia County,30685
39055,Ohio,Geauga County,93846
39057,Ohio,Greene County,163907
39059,Ohio,Guernsey County,39706
39061,Ohio,Hamilton County,805182
39063,Ohio,Hancock County,75581
39065,Ohio,Hardin County,31747
39067,Ohio,Harrison County,15602
39069,Ohio,Henry County,27824
39071,Ohio,Highland County,43195
39073,Ohio,Hocking County,28653
39075,Ohio,Holmes County,43604
39077,Ohio,Huron County,58825
39079,Ohio,Jackson County,32801
39081,Ohio,Jefferson County,68168
39083,Ohio,Knox County,60858
39085,Ohio,Lake County,230075
39087,Ohio,Lawrence County,61858
39089,Ohio,Licking County,168461
39091,Ohio,Logan County,45393
39093,Ohio,Lorain County,303098
39095,Ohio,Lucas County,436156
39097,Ohio,Madison County,43256
39099,Ohio,Mahoning County,234393
39101,Ohio,Marion County,65964
39103,Ohio,Medina County,174639
39105,Ohio,Meigs County,23443
39107,Ohio,Mercer County,40615
39109,Ohio,Miami County,103213
39111,Ohio,Monroe County,14503
39113,Ohio,Montgomery County,534270
39115,Ohio,Morgan County,14894
39117,Ohio,Morrow County,34846
39119,Ohio,Muskingum County,85649
39121,Ohio,Noble County,14678
39123,Ohio,Ottawa County,41035
39125,Ohio,Paulding County,19143
39127,Ohio,Perry County,36000
39129,Ohio,Pickaway County,56355
39131,Ohio,Pike County,28272
39133,Ohio,Portage County,161695
39135,Ohio,Preble County,41671
39137,Ohio,Putnam County,34123
39139,Ohio,Richland County,122314
39141,Ohio,Ross County,77283
39143,Ohio,Sandusky County,60049
39145,Ohio,Scioto County,78304
39147,Ohio,Seneca County,55847
39149,Ohio,Shelby County,49203
39151,Ohio,Stark County,375108
39153,Ohio,Summit County,541926
39155,Ohio,Trumbull County,206328
39157,Ohio,Tuscarawas County,92602
39159,Ohio,Union County,53436
39161,Ohio,Van Wert County,28347
39163,Ohio,Vinton County,13303
39165,Ohio,Warren County,219216
39167,Ohio,Washington County,61364
39169,Ohio,Wayne County,115400
39171,Ohio,Williams County,37426
39173,Ohio,Wood County,129013
39175,Ohio,Wyandot County,22460
40000,Oklahoma,Oklahoma,3853214
40001,Oklahoma,Adair County,22460
40003,Oklahoma,Alfalfa County,5856
40005,Oklahoma,Atoka County,13901
40007,Oklahoma,Beaver County,5563
40009,Oklahoma,Beckham County,23468
40011,Oklahoma,Blaine County,9785
40013,Oklahoma,Bryan County,44118
40015,Oklahoma,Caddo County,29580
40017,Oklahoma,Canadian County,125943
40019,Oklahoma,Carter County,48465
40021,Oklahoma,Cherokee County,47870
40023,Oklahoma,Choctaw County,15053
40025,Oklahoma,Cimarron County,2328
40027,Oklahoma,Cleveland County,269860
40029,Oklahoma,Coal County,5763
40031,Oklahoma,Comanche County,124949
40033,Oklahoma,Cotton County,6164
40035,Oklahoma,Craig County,14701
40037,Oklahoma,Creek County,70575
40039,Oklahoma,Custer County,29310
40041,Oklahoma,Delaware County,41695
40043,Oklahoma,Dewey County,4857
40045,Oklahoma,Ellis County,4133
40047,Oklahoma,Garfield County,62370
40049,Oklahoma,Garvin County,27429
40051,Oklahoma,Grady County,53637
40053,Oklahoma,Grant County,4521
40055,Oklahoma,Greer County,6139
40057,Oklahoma,Harmon County,2891
40059,Oklahoma,Harper County,3871
40061,Oklahoma,Haskell County,12917
40063,Oklahoma,Hughes County,13643
40065,Oklahoma,Jackson County,26109
40067,Oklahoma,Jefferson County,6357
40069,Oklahoma,Johnston County,10986
40071,Oklahoma,Kay County,45541
40073,Oklahoma,Kingfisher County,15300
40075,Oklahoma,Kiowa County,9344
40077,Oklahoma,Latimer County,10794
40079,Oklahoma,Le Flore County,50301
40081,Oklahoma,Lincoln County,34235
40083,Oklahoma,Logan County,43829
40085,Oklahoma,Love County,9700
40087,Oklahoma,McClain County,36457
40089,Oklahoma,McCurtain County,33228
40091,Oklahoma,McIntosh County,20110
40093,Oklahoma,Major County,7710
40095,Oklahoma,Marshall County,16065
40097,Oklahoma,Mayes County,40963
40099,Oklahoma,Murray County,13683
40101,Oklahoma,Muskogee County,70172
40103,Oklahoma,Noble County,11422
40105,Oklahoma,Nowata County,10557
40107,Oklahoma,Okfuskee County,12298
40109,Oklahoma,Oklahoma County,756187
40111,Oklahoma,Okmulgee County,39396
40113,Oklahoma,Osage County,47391
40115,Oklahoma,Ottawa County,32163
40117,Oklahoma,Pawnee County,16456
40119,Oklahoma,Payne County,79698
40121,Oklahoma,Pittsburg County,45267
40123,Oklahoma,Pontotoc County,38159
40125,Oklahoma,Pottawatomie County,70906
40127,Oklahoma,Pushmataha County,11206
40129,Oklahoma,Roger Mills County,3732
40131,Oklahoma,Rogers County,88727
40133,Oklahoma,Seminole County,25438
40135,Oklahoma,Sequoyah County,41814
40137,Oklahoma,Stephens County,44976
40139,Oklahoma,Texas County,22048
40141,Oklahoma,Tillman County,7728
40143,Oklahoma,Tulsa County,623705
40145,Oklahoma,Wagoner County,75654
40147,Oklahoma,Washington County,51646
40149,Oklahoma,Washita County,11701
40151,Oklahoma,Woods County,9000
40153,Oklahoma,Woodward County,21240
41000,Oregon,Oregon,3922468
41001,Oregon,Baker County,16016
41003,Oregon,Benton County,86167
41005,Oregon,Clackamas County,387442
41007,Oregon,Clatsop County,37113
41009,Oregon,Columbia County,49259
41011,Oregon,Coos County,62376
41013,Oregon,Crook County,20699
41015,Oregon,Curry County,22226
41017,Oregon,Deschutes County,165299
41019,Oregon,Douglas County,106603
41021,Oregon,Gilliam County,1943
41023,Oregon,Grant County,7270
41025,Oregon,Harney County,7161
41027,Oregon,Hood River County,22577
41029,Oregon,Jackson County,207179
41031,Oregon,Jefferson County,21871
41033,Oregon,Josephine County,83131
41035,Oregon,Klamath County,65682
41037,Oregon,Lake County,7795
41039,Oregon,Lane County,355481
41041,Oregon,Lincoln County,46322
41043,Oregon,Linn County,118405
41045,Oregon,Malheur County,30634
41047,Oregon,Marion County,321471
41049,Oregon,Morrow County,11196
41051,Oregon,Multnomah County,766532
41053,Oregon,Polk County,76544
41055,Oregon,Sherman County,1725
41057,Oregon,Tillamook County,25343
41059,Oregon,Umatilla County,76875
41061,Oregon,Union County,25526
41063,Oregon,Wallowa County,6771
41065,Oregon,Wasco County,25323
41067,Oregon,Washington County,555264
41069,Oregon,Wheeler County,1378
41071,Oregon,Yamhill County,99869
42000,Pennsylvania,Pennsylvania,12776309
42001,Pennsylvania,Adams County,101137
42003,Pennsylvania,Allegheny County,1233700
42005,Pennsylvania,Armstrong County,67964
42007,Pennsylvania,Beaver County,169726
42009,Pennsylvania,Bedford County,49318
42011,Pennsylvania,Berks County,413915
42013,Pennsylvania,Blair County,125836
42015,Pennsylvania,Bradford County,62510
42017,Pennsylvania,Bucks County,625012
42019,Pennsylvania,Butler County,185103
42021,Pennsylvania,Cambria County,138826
42023,Pennsylvania,Cameron County,4927
42025,Pennsylvania,Carbon County,64538
42027,Pennsylvania,Centre County,158231
42029,Pennsylvania,Chester County,509105
42031,Pennsylvania,Clarion County,39074
42033,Pennsylvania,Clearfield County,81428
42035,Pennsylvania,Clinton County,39831
42037,Pennsylvania,Columbia County,67193
42039,Pennsylvania,Crawford County,87508
42041,Pennsylvania,Cumberland County,241059
42043,Pennsylvania,Dauphin County,271431
42045,Pennsylvania,Delaware County,561499
42047,Pennsylvania,Elk County,31461
42049,Pennsylvania,Erie County,280717
42051,Pennsylvania,Fayette County,134601
42053,Pennsylvania,Forest County,7544
42055,Pennsylvania,Franklin County,151945
42057,Pennsylvania,Fulton County,14620
42059,Pennsylvania,Greene County,37856
42061,Pennsylvania,Huntingdon County,45840
42063,Pennsylvania,Indiana County,88140
42065,Pennsylvania,Jefferson County,44880
42067,Pennsylvania,Juniata County,24480
42069,Pennsylvania,Lackawanna County,213725
42071,Pennsylvania,Lancaster County,530012
42073,Pennsylvania,Lawrence County,89258
42075,Pennsylvania,Lebanon County,135804
42077,Pennsylvania,Lehigh County,355341
42079,Pennsylvania,Luzerne County,319637
42081,Pennsylvania,Lycoming County,116598
42083,Pennsylvania,McKean County,42808
42085,Pennsylvania,Mercer County,115129
42087,Pennsylvania,Mifflin County,46629
42089,Pennsylvania,Monroe County,167355
42091,Pennsylvania,Montgomery County,812586
42093,Pennsylvania,Montour County,18399
42095,Pennsylvania,Northampton County,298955
42097,Pennsylvania,Northumberland County,93877
42099,Pennsylvania,Perry County,45649
42101,Pennsylvania,Philadelphia County,1558313
42103,Pennsylvania,Pike County,56061
42105,Pennsylvania,Potter County,17453
42107,Pennsylvania,Schuylkill County,146668
42109,Pennsylvania,Snyder County,40123
42111,Pennsylvania,Somerset County,76587
42113,Pennsylvania,Sullivan County,6301
42115,Pennsylvania,Susquehanna County,42397
42117,Pennsylvania,Tioga County,42211
42119,Pennsylvania,Union County,44735
42121,Pennsylvania,Venango County,53811
42123,Pennsylvania,Warren County,40954
42125,Pennsylvania,Washington County,208046
42127,Pennsylvania,Wayne County,52204
42129,Pennsylvania,Westmoreland County,360663
42131,Pennsylvania,Wyoming County,28133
42133,Pennsylvania,York County,438932
44000,Rhode Island,Rhode Island,1055081
44001,Rhode Island,Bristol County,49247
44003,Rhode Island,Kent County,164358
44005,Rhode Island,Newport County,83459
44007,Rhode Island,Providence County,631584
44009,Rhode Island,Washington County,126433
45000,South Carolina,South Carolina,4764080
45001,South Carolina,Abbeville County,24899
45003,South Carolina,Aiken County,163702
45005,South Carolina,Allendale County,9825
45007,South Carolina,Anderson County,190005
45009,South Carolina,Bamberg County,15396
45011,South Carolina,Barnwell County,22210
45013,South Carolina,Beaufort County,170962
45015,South Carolina,Berkeley County,194031
45017,South Carolina,Calhoun County,14989
45019,South Carolina,Charleston County,371703
45021,South Carolina,Cherokee County,56056
45023,South Carolina,Chester County,32737
45025,South Carolina,Chesterfield County,46116
45027,South Carolina,Clarendon County,34260
45029,South Carolina,Colleton County,37664
45031,South Carolina,Darlington County,67808
45033,South Carolina,Dillon County,31411
45035,South Carolina,Dorchester County,145538
45037,South Carolina,Edgefield County,26567
45039,South Carolina,Fairfield County,23194
45041,South Carolina,Florence County,138178
45043,South Carolina,Georgetown County,60476
45045,South Carolina,Greenville County,473014
45047,South Carolina,Greenwood County,69823
45049,South Carolina,Hampton County,20386
45051,South Carolina,Horry County,288783
45053,South Carolina,Jasper County,26330
