County,Pop
"Grant County, South Dakota","7,556"
"Gregory County, South Dakota","3,991"
"Haakon County, South Dakota","1,876"
"Hamlin County, South Dakota","6,159"
"Hand County, South Dakota","3,146"
"Hanson County, South Dakota","3,462"
"Harding County, South Dakota","1,309"
"Hughes County, South Dakota","17,774"
"Hutchinson County, South Dakota","7,423"
"Hyde County, South Dakota","1,260"
"Jackson County, South Dakota","2,807"
"Jerauld County, South Dakota","1,663"
"Jones County, South Dakota",919
"Kingsbury County, South Dakota","5,184"
"Lake County, South Dakota","11,057"
"Lawrence County, South Dakota","25,766"
"Lincoln County, South Dakota","65,165"
"Lyman County, South Dakota","3,722"
"McCook County, South Dakota","5,682"
"McPherson County, South Dakota","2,409"
"Marshall County, South Dakota","4,317"
"Meade County, South Dakota","29,851"
"Mellette County, South Dakota","1,920"
"Miner County, South Dakota","2,307"
"Minnehaha County, South Dakota","197,209"
"Moody County, South Dakota","6,340"
"Oglala Lakota County, South Dakota","13,669"
"Pennington County, South Dakota","109,231"
"Perkins County, South Dakota","2,842"
"Potter County, South Dakota","2,480"
"Roberts County, South Dakota","10,271"
"Sanborn County, South Dakota","2,330"
"Spink County, South Dakota","6,362"
"Stanley County, South Dakota","2,980"
"Sully County, South Dakota","1,448"
"Todd County, South Dakota","9,319"
"Tripp County, South Dakota","5,621"
"Turner County, South Dakota","8,662"
"Union County, South Dakota","16,813"
"Walworth County, South Dakota","5,310"
"Yankton County, South Dakota","23,311"
"Ziebach County, South Dakota","2,413"
"Anderson County, Tennessee","77,136"
"Bedford County, Tennessee","50,239"
"Benton County, Tennessee","15,863"
"Bledsoe County, Tennessee","14,916"
"Blount County, Tennessee","135,283"
"Bradley County, Tennessee","108,620"
"Campbell County, Tennessee","39,277"
"Cannon County, Tennessee","14,512"
"Carroll County, Tennessee","28,434"
"Carter County, Tennessee","56,349"
"Cheatham County, Tennessee","41,065"
"Chester County, Tennessee","17,348"
"Claiborne County, Tennessee","32,038"
"Clay County, Tennessee","7,580"
"Cocke County, Tennessee","35,998"
"Coffee County, Tennessee","57,882"
"Crockett County, Tennessee","13,909"
"Cumberland County, Tennessee","61,152"
"Davidson County, Tennessee","715,875"
"Decatur County, Tennessee","11,442"
"DeKalb County, Tennessee","20,078"
"Dickson County, Tennessee","54,314"
"Dyer County, Tennessee","36,803"
"Fayette County, Tennessee","42,002"
"Fentress County, Tennessee","18,489"
"Franklin County, Tennessee","42,769"
"Gibson County, Tennessee","50,409"
"Giles County, Tennessee","30,344"
"Grainger County, Tennessee","23,527"
"Greene County, Tennessee","70,152"
"Grundy County, Tennessee","13,525"
"Hamblen County, Tennessee","64,500"
"Hamilton County, Tennessee","366,215"
"Hancock County, Tennessee","6,659"
"Hardeman County, Tennessee","25,460"
"Hardin County, Tennessee","26,829"
"Hawkins County, Tennessee","56,718"
"Haywood County, Tennessee","17,862"
"Henderson County, Tennessee","27,841"
"Henry County, Tennessee","32,197"
"Hickman County, Tennessee","24,909"
"Houston County, Tennessee","8,281"
"Humphreys County, Tennessee","18,992"
"Jackson County, Tennessee","11,619"
"Jefferson County, Tennessee","54,679"
"Johnson County, Tennessee","17,950"
"Knox County, Tennessee","478,981"
"Lake County, Tennessee","7,004"
"Lauderdale County, Tennessee","25,139"
"Lawrence County, Tennessee","44,163"
"Lewis County, Tennessee","12,581"
"Lincoln County, Tennessee","35,326"
"Loudon County, Tennessee","54,887"
"McMinn County, Tennessee","53,275"
"McNairy County, Tennessee","25,859"
"Macon County, Tennessee","25,215"
"Madison County, Tennessee","98,843"
"Marion County, Tennessee","28,835"
"Marshall County, Tennessee","34,320"
"Maury County, Tennessee","100,975"
"Meigs County, Tennessee","12,755"
"Monroe County, Tennessee","46,249"
"Montgomery County, Tennessee","219,994"
"Moore County, Tennessee","6,469"
"Morgan County, Tennessee","21,027"
"Obion County, Tennessee","30,788"
"Overton County, Tennessee","22,514"
"Perry County, Tennessee","8,381"
"Pickett County, Tennessee","5,006"
"Polk County, Tennessee","17,547"
"Putnam County, Tennessee","79,844"
"Rhea County, Tennessee","32,870"
"Roane County, Tennessee","53,393"
"Robertson County, Tennessee","72,803"
"Rutherford County, Tennessee","341,481"
"Scott County, Tennessee","21,852"
"Sequatchie County, Tennessee","15,829"
"Sevier County, Tennessee","98,391"
"Shelby County, Tennessee","929,722"
"Smith County, Tennessee","19,914"
"Stewart County, Tennessee","13,662"
"Sullivan County, Tennessee","158,161"
"Sumner County, Tennessee","196,281"
"Tipton County, Tennessee","60,979"
"Trousdale County, Tennessee","11,610"
"Unicoi County, Tennessee","17,924"
"Union County, Tennessee","19,802"
"Van Buren County, Tennessee","6,168"
"Warren County, Tennessee","40,951"
"Washington County, Tennessee","133,005"
"Wayne County, Tennessee","16,232"
"Weakley County, Tennessee","32,902"
"White County, Tennessee","27,356"
"Williamson County, Tennessee","247,733"
"Wilson County, Tennessee","147,747"
"Anderson County, Texas","57,922"
"Andrews County, Texas","18,614"
"Angelina County, Texas","86,394"
"Aransas County, Texas","23,831"
"Archer County, Texas","8,554"
"Armstrong County, Texas","1,846"
"Atascosa County, Texas","48,985"
"Austin County, Texas","30,168"
"Bailey County, Texas","6,904"
"Bandera County, Texas","20,843"
"Bastrop County, Texas","97,218"
"Baylor County, Texas","3,465"
"Bee County, Texas","31,061"
"Bell County, Texas","370,644"
"Bexar County, Texas","2,009,322"
"Blanco County, Texas","11,376"
"Borden County, Texas",628
"Bosque County, Texas","18,226"
"Bowie County, Texas","92,903"
"Brazoria County, Texas","372,040"
"Brazos County, Texas","233,848"
"Brewster County, Texas","9,545"
"Briscoe County, Texas","1,434"
"Brooks County, Texas","7,086"
"Brown County, Texas","38,101"
"Burleson County, Texas","17,642"
"Burnet County, Texas","49,123"
"Caldwell County, Texas","45,887"
"Calhoun County, Texas","20,105"
"Callahan County, Texas","13,703"
"Cameron County, Texas","421,012"
"Camp County, Texas","12,465"
"Carson County, Texas","5,799"
"Cass County, Texas","28,445"
"Castro County, Texas","7,376"
"Chambers County, Texas","46,571"
"Cherokee County, Texas","50,411"
"Childress County, Texas","6,666"
"Clay County, Texas","10,213"
"Cochran County, Texas","2,543"
"Coke County, Texas","3,280"
"Coleman County, Texas","7,686"
"Collin County, Texas","1,066,465"
"Collingsworth County, Texas","2,648"
"Colorado County, Texas","20,555"
"Comal County, Texas","161,482"
"Comanche County, Texas","13,590"
"Concho County, Texas","3,303"
"Cooke County, Texas","41,671"
"Coryell County, Texas","83,091"
"Cottle County, Texas","1,380"
"Crane County, Texas","4,676"
"Crockett County, Texas","3,097"
"Crosby County, Texas","5,125"
"Culberson County, Texas","2,188"
"Dallam County, Texas","7,121"
"Dallas County, Texas","2,611,491"
"Dawson County, Texas","12,457"
"Deaf Smith County, Texas","18,585"
"Delta County, Texas","5,225"
"Denton County, Texas","906,405"
"DeWitt County, Texas","19,822"
"Dickens County, Texas","1,769"
"Dimmit County, Texas","8,611"
"Donley County, Texas","3,261"
"Duval County, Texas","9,827"
"Eastland County, Texas","17,733"
"Ector County, Texas","165,171"
"Edwards County, Texas","1,427"
"Ellis County, Texas","192,441"
"El Paso County, Texas","865,655"
"Erath County, Texas","42,545"
"Falls County, Texas","16,963"
"Fannin County, Texas","35,661"
"Fayette County, Texas","24,436"
"Fisher County, Texas","3,671"
"Floyd County, Texas","5,397"
"Foard County, Texas","1,092"
"Fort Bend County, Texas","822,779"
"Franklin County, Texas","10,357"
"Freestone County, Texas","19,445"
"Frio County, Texas","18,392"
"Gaines County, Texas","21,599"
"Galveston County, Texas","350,673"
"Garza County, Texas","5,816"
"Gillespie County, Texas","26,722"
"Glasscock County, Texas","1,115"
"Goliad County, Texas","7,018"
"Gonzales County, Texas","19,657"
"Gray County, Texas","21,229"
"Grayson County, Texas","135,552"
"Gregg County, Texas","124,234"
"Grimes County, Texas","29,292"
"Guadalupe County, Texas","172,709"
"Hale County, Texas","32,526"
"Hall County, Texas","2,817"
"Hamilton County, Texas","8,221"
"Hansford County, Texas","5,281"
"Hardeman County, Texas","3,549"
"Hardin County, Texas","56,234"
"Harris County, Texas","4,731,129"
"Harrison County, Texas","68,834"
"Hartley County, Texas","5,376"
"Haskell County, Texas","5,412"
"Hays County, Texas","241,066"
"Hemphill County, Texas","3,383"
"Henderson County, Texas","82,145"
"Hidalgo County, Texas","870,796"
"Hill County, Texas","35,869"
"Hockley County, Texas","21,543"
"Hood County, Texas","61,597"
"Hopkins County, Texas","36,792"
"Houston County, Texas","22,067"
"Howard County, Texas","34,864"
"Hudspeth County, Texas","3,206"
"Hunt County, Texas","99,957"
"Hutchinson County, Texas","20,614"
"Irion County, Texas","1,513"
"Jack County, Texas","8,474"
"Jackson County, Texas","14,987"
"Jasper County, Texas","32,983"
"Jeff Davis County, Texas","2,000"
"Jefferson County, Texas","256,526"
"Jim Hogg County, Texas","4,835"
"Jim Wells County, Texas","38,893"
"Johnson County, Texas","179,999"
"Jones County, Texas","19,653"
"Karnes County, Texas","14,707"
"Kaufman County, Texas","145,303"
"Kendall County, Texas","44,281"
"Kenedy County, Texas",352
"Kent County, Texas",753
"Kerr County, Texas","52,594"
"Kimble County, Texas","4,280"
"King County, Texas",262
"Kinney County, Texas","3,131"
"Kleberg County, Texas","31,038"
"Knox County, Texas","3,353"
"Lamar County, Texas","50,082"
"Lamb County, Texas","13,043"
"Lampasas County, Texas","21,632"
"La Salle County, Texas","6,667"
"Lavaca County, Texas","20,337"
"Lee County, Texas","17,480"
"Leon County, Texas","15,717"
"Liberty County, Texas","91,632"
"Limestone County, Texas","22,147"
"Lipscomb County, Texas","3,058"
"Live Oak County, Texas","11,333"
"Llano County, Texas","21,243"
"Loving County, Texas",63
"Lubbock County, Texas","310,642"
"Lynn County, Texas","5,595"
"McCulloch County, Texas","7,634"
"McLennan County, Texas","260,582"
"McMullen County, Texas",600
"Madison County, Texas","13,463"
"Marion County, Texas","9,728"
"Martin County, Texas","5,239"
"Mason County, Texas","3,951"
"Matagorda County, Texas","36,249"
"Maverick County, Texas","57,885"
"Medina County, Texas","50,739"
"Menard County, Texas","1,964"
"Midland County, Texas","169,984"
"Milam County, Texas","24,750"
"Mills County, Texas","4,454"
"Mitchell County, Texas","8,991"
"Montague County, Texas","19,965"
"Montgomery County, Texas","620,451"
"Moore County, Texas","21,362"
"Morris County, Texas","11,971"
"Motley County, Texas","1,063"
"Nacogdoches County, Texas","64,651"
"Navarro County, Texas","52,623"
"Newton County, Texas","12,216"
"Nolan County, Texas","14,736"
"Nueces County, Texas","353,170"
"Ochiltree County, Texas","10,015"
"Oldham County, Texas","1,759"
"Orange County, Texas","84,806"
"Palo Pinto County, Texas","28,408"
"Panola County, Texas","22,492"
"Parker County, Texas","148,228"
"Parmer County, Texas","9,871"
"Pecos County, Texas","15,197"
"Polk County, Texas","50,119"
"Potter County, Texas","118,527"
"Presidio County, Texas","6,134"
"Rains County, Texas","12,154"
"Randall County, Texas","140,761"
"Reagan County, Texas","3,383"
"Real County, Texas","2,751"
"Red River County, Texas","11,588"
"Reeves County, Texas","14,741"
"Refugio County, Texas","6,739"
"Roberts County, Texas",828
"Robertson County, Texas","16,759"
"Rockwall County, Texas","107,832"
"Runnels County, Texas","9,899"
"Rusk County, Texas","52,223"
"Sabine County, Texas","9,892"
"San Augustine County, Texas","7,921"
"San Jacinto County, Texas","27,399"
"San Patricio County, Texas","68,754"
"San Saba County, Texas","5,720"
"Schleicher County, Texas","2,454"
"Scurry County, Texas","16,929"
"Shackelford County, Texas","3,102"
"Shelby County, Texas","24,022"
"Sherman County, Texas","2,780"
"Smith County, Texas","233,484"
"Somervell County, Texas","9,204"
"Starr County, Texas","65,918"
"Stephens County, Texas","9,104"
"Sterling County, Texas","1,369"
"Stonewall County, Texas","1,246"
"Sutton County, Texas","3,372"
"Swisher County, Texas","6,971"
"Tarrant County, Texas","2,110,608"
"Taylor County, Texas","143,205"
"Terrell County, Texas",760
"Terry County, Texas","11,832"
"Throckmorton County, Texas","1,442"
"Titus County, Texas","31,245"
"Tom Green County, Texas","120,007"
"Travis County, Texas","1,290,209"
"Trinity County, Texas","13,600"
"Tyler County, Texas","19,799"
"Upshur County, Texas","40,890"
"Upton County, Texas","3,308"
"Uvalde County, Texas","24,564"
"Val Verde County, Texas","47,584"
"Van Zandt County, Texas","59,540"
"Victoria County, Texas","91,320"
"Walker County, Texas","76,402"
"Waller County, Texas","56,763"
"Ward County, Texas","11,648"
"Washington County, Texas","35,804"
"Webb County, Texas","267,110"
"Wharton County, Texas","41,574"
"Wheeler County, Texas","4,987"
"Wichita County, Texas","129,355"
"Wilbarger County, Texas","12,891"
"Willacy County, Texas","20,163"
"Williamson County, Texas","609,010"
"Wilson County, Texas","49,757"
"Winkler County, Texas","7,791"
"Wise County, Texas","68,632"
"Wood County, Texas","44,855"
"Yoakum County, Texas","7,695"
"Young County, Texas","17,867"
"Zapata County, Texas","13,888"
"Zavala County, Texas","9,670"
"Beaver County, Utah","7,074"
"Box Elder County, Utah","57,669"
"Cache County, Utah","133,159"
"Carbon County, Utah","20,418"
"Daggett County, Utah",936
"Davis County, Utah","362,689"
"Duchesne County, Utah","19,603"
"Emery County, Utah","9,822"
"Garfield County, Utah","5,092"
"Grand County, Utah","9,669"
"Iron County, Utah","57,285"
"Juab County, Utah","11,778"
"Kane County, Utah","7,663"
"Millard County, Utah","12,977"
"Morgan County, Utah","12,294"
"Piute County, Utah","1,437"
"Rich County, Utah","2,510"
"Salt Lake County, Utah","1,185,236"
"San Juan County, Utah","14,510"
"Sanpete County, Utah","28,435"
"Sevier County, Utah","21,517"
"Summit County, Utah","42,364"
"Tooele County, Utah","72,697"
"Uintah County, Utah","35,613"
"Utah County, Utah","659,392"
"Wasatch County, Utah","34,791"
"Washington County, Utah","180,281"
"Wayne County, Utah","2,490"
"Weber County, Utah","262,213"
"Addison County, Vermont","37,359"
"Bennington County, Vermont","37,344"
"Caledonia County, Vermont","30,235"
"Chittenden County, Vermont","168,324"
"Essex County, Vermont","5,919"
"Franklin County, Vermont","49,949"
"Grand Isle County, Vermont","7,291"
"Lamoille County, Vermont","25,939"
"Orange County, Vermont","29,289"
"Orleans County, Vermont","27,402"
"Rutland County, Vermont","60,570"
"Washington County, Vermont","59,804"
"Windham County, Vermont","45,909"
"Windsor County, Vermont","57,751"
"Accomack County, Virginia","33,417"
"Albemarle County, Virginia","112,396"
"Alleghany County, Virginia","15,219"
"Amelia County, Virginia","13,262"
"Amherst County, Virginia","31,311"
"Appomattox County, Virginia","16,117"
"Arlington County, Virginia","238,644"
"Augusta County, Virginia","77,485"
"Bath County, Virginia","4,205"
"Bedford County, Virginia","79,465"
"Bland County, Virginia","6,274"
"Botetourt County, Virginia","33,593"
"Brunswick County, Virginia","15,850"
"Buchanan County, Virginia","20,348"
"Buckingham County, Virginia","16,830"
"Campbell County, Virginia","55,689"
"Caroline County, Virginia","30,886"
"Carroll County, Virginia","29,154"
"Charles City County, Virginia","6,770"
"Charlotte County, Virginia","11,533"
"Chesterfield County, Virginia","364,546"
"Clarke County, Virginia","14,787"
"Craig County, Virginia","4,895"
"Culpeper County, Virginia","52,554"
"Cumberland County, Virginia","9,677"
"Dickenson County, Virginia","14,129"
"Dinwiddie County, Virginia","27,940"
"Essex County, Virginia","10,598"
"Fairfax County, Virginia","1,150,305"
"Fauquier County, Virginia","72,956"
"Floyd County, Virginia","15,475"
"Fluvanna County, Virginia","27,247"
"Franklin County, Virginia","54,475"
"Frederick County, Virginia","91,421"
"Giles County, Virginia","16,792"
"Gloucester County, Virginia","38,716"
"Goochland County, Virginia","24,729"
"Grayson County, Virginia","15,335"
"Greene County, Virginia","20,554"
"Greensville County, Virginia","11,389"
"Halifax County, Virginia","34,022"
"Hanover County, Virginia","109,980"
"Henrico County, Virginia","334,389"
"Henry County, Virginia","50,949"
"Highland County, Virginia","2,233"
"Isle of Wight County, Virginia","38,610"
"James City County, Virginia","78,255"
"King and Queen County, Virginia","6,606"
"King George County, Virginia","26,722"
"King William County, Virginia","17,811"
"Lancaster County, Virginia","10,919"
"Lee County, Virginia","22,173"
"Loudoun County, Virginia","420,955"
"Louisa County, Virginia","37,603"
"Lunenburg County, Virginia","11,937"
"Madison County, Virginia","13,842"
"Mathews County, Virginia","8,535"
"Mecklenburg County, Virginia","30,315"
"Middlesex County, Virginia","10,626"
"Montgomery County, Virginia","99,717"
"Nelson County, Virginia","14,770"
"New Kent County, Virginia","22,942"
"Northampton County, Virginia","12,278"
"Northumberland County, Virginia","11,838"
"Nottoway County, Virginia","15,642"
"Orange County, Virginia","36,184"
"Page County, Virginia","23,708"
"Patrick County, Virginia","17,604"
"Pittsylvania County, Virginia","60,502"
"Powhatan County, Virginia","30,334"
"Prince Edward County, Virginia","21,846"
"Prince George County, Virginia","43,010"
"Prince William County, Virginia","482,198"
"Pulaski County, Virginia","33,800"
"Rappahannock County, Virginia","7,350"
"Richmond County, Virginia","8,920"
"Roanoke County, Virginia","96,936"
"Rockbridge County, Virginia","22,650"
"Rockingham County, Virginia","83,759"
"Russell County, Virginia","25,786"
"Scott County, Virginia","21,568"
"Shenandoah County, Virginia","44,192"
"Smyth County, Virginia","29,800"
"Southampton County, Virginia","18,001"
"Spotsylvania County, Virginia","140,094"
"Stafford County, Virginia","156,937"
"Surry County, Virginia","6,558"
"Sussex County, Virginia","10,831"
"Tazewell County, Virginia","40,439"
"Warren County, Virginia","40,724"
"Washington County, Virginia","53,934"
"Westmoreland County, Virginia","18,477"
"Wise County, Virginia","36,118"
"Wythe County, Virginia","28,285"
"York County, Virginia","70,055"
"Alexandria city, Virginia","159,461"
"Bristol city, Virginia","17,218"
"Buena Vista city, Virginia","6,641"
"Charlottesville city, Virginia","46,554"
"Chesapeake city, Virginia","249,415"
"Colonial Heights city, Virginia","18,171"
"Covington city, Virginia","5,744"
"Danville city, Virginia","42,592"
"Emporia city, Virginia","5,766"
"Fairfax city, Virginia","24,148"
"Falls Church city, Virginia","14,658"
"Franklin city, Virginia","8,179"
"Fredericksburg city, Virginia","27,979"
"Galax city, Virginia","6,725"
"Hampton city, Virginia","137,158"
"Harrisonburg city, Virginia","51,810"
"Hopewell city, Virginia","23,032"
"Lexington city, Virginia","7,317"
"Lynchburg city, Virginia","79,007"
"Manassas city, Virginia","42,773"
"Manassas Park city, Virginia","17,217"
"Martinsville city, Virginia","13,486"
"Newport News city, Virginia","186,243"
"Norfolk city, Virginia","238,001"
"Norton city, Virginia","3,696"
"Petersburg city, Virginia","33,457"
"Poquoson city, Virginia","12,455"
"Portsmouth city, Virginia","97,915"
"Radford city, Virginia","16,068"
"Richmond city, Virginia","226,618"
"Roanoke city, Virginia","100,015"
"Salem city, Virginia","25,347"
"Staunton city, Virginia","25,754"
"Suffolk city, Virginia","94,326"
"Virginia Beach city, Virginia","459,471"
"Waynesboro city, Virginia","22,195"
"Williamsburg city, Virginia","15,413"
"Winchester city, Virginia","28,122"
"Adams County, Washington","20,612"
"Asotin County, Washington","22,288"
"Benton County, Washington","206,875"
"Chelan County, Washington","79,078"
"Clallam County, Washington","77,160"
"Clark County, Washington","503,309"
"Columbia County, Washington","3,952"
"Cowlitz County, Washington","110,740"
"Douglas County, Washington","42,937"
"Ferry County, Washington","7,178"
"Franklin County, Washington","96,746"
"Garfield County, Washington","2,288"
"Grant County, Washington","99,120"
"Grays Harbor County, Washington","75,636"
"Island County, Washington","86,847"
"Jefferson County, Washington","32,975"
"King County, Washington","2,269,667"
"Kitsap County, Washington","275,605"
"Kittitas County, Washington","44,342"
"Klickitat County, Washington","22,734"
"Lewis County, Washington","82,152"
"Lincoln County, Washington","10,879"
"Mason County, Washington","65,722"
"Okanogan County, Washington","42,098"
"Pacific County, Washington","23,365"
"Pend Oreille County, Washington","13,404"
"Pierce County, Washington","921,137"
"San Juan County, Washington","17,789"
"Skagit County, Washington","129,515"
"Skamania County, Washington","12,033"
"Snohomish County, Washington","827,947"
"Spokane County, Washington","539,332"
"Stevens County, Washington","46,450"
"Thurston County, Washington","294,797"
"Wahkiakum County, Washington","4,419"
"Walla Walla County, Washington","62,586"
"Whatcom County, Washington","226,843"
"Whitman County, Washington","47,971"
"Yakima County, Washington","256,719"
"Barbour County, West Virginia","15,462"
"Berkeley County, West Virginia","122,078"
"Boone County, West Virginia","21,807"
"Braxton County, West Virginia","12,449"
"Brooke County, West Virginia","22,551"
"Cabell County, West Virginia","94,346"
"Calhoun County, West Virginia","6,228"
"Clay County, West Virginia","8,050"
"Doddridge County, West Virginia","7,808"
"Fayette County, West Virginia","40,485"
"Gilmer County, West Virginia","7,417"
"Grant County, West Virginia","10,975"
"Greenbrier County, West Virginia","32,979"
"Hampshire County, West Virginia","23,092"
"Hancock County, West Virginia","29,095"
"Hardy County, West Virginia","14,298"
"Harrison County, West Virginia","65,922"
"Jackson County, West Virginia","27,792"
"Jefferson County, West Virginia","57,707"
"Kanawha County, West Virginia","180,744"
"Lewis County, West Virginia","17,028"
"Lincoln County, West Virginia","20,459"
"Logan County, West Virginia","32,572"
"McDowell County, West Virginia","19,118"
"Marion County, West Virginia","56,211"
"Marshall County, West Virginia","30,589"
"Mason County, West Virginia","25,448"
"Mercer County, West Virginia","59,660"
"Mineral County, West Virginia","26,938"
"Mingo County, West Virginia","23,574"
"Monongalia County, West Virginia","105,822"
"Monroe County, West Virginia","12,375"
"Morgan County, West Virginia","17,067"
"Nicholas County, West Virginia","24,603"
"Ohio County, West Virginia","42,444"
"Pendleton County, West Virginia","6,145"
"Pleasants County, West Virginia","7,653"
"Pocahontas County, West Virginia","7,873"
"Preston County, West Virginia","34,214"
"Putnam County, West Virginia","57,435"
"Raleigh County, West Virginia","74,581"
"Randolph County, West Virginia","27,934"
"Ritchie County, West Virginia","8,450"
"Roane County, West Virginia","14,028"
"Summers County, West Virginia","11,968"
"Taylor County, West Virginia","16,701"
"Tucker County, West Virginia","6,765"
"Tyler County, West Virginia","8,311"
"Upshur County, West Virginia","23,817"
"Wayne County, West Virginia","38,983"
"Webster County, West Virginia","8,380"
"Wetzel County, West Virginia","14,441"
"Wirt County, West Virginia","5,196"
"Wood County, West Virginia","84,300"
"Wyoming County, West Virginia","21,387"
"Adams County, Wisconsin","20,646"
"Ashland County, Wisconsin","16,033"
"Barron County, Wisconsin","46,709"
"Bayfield County, Wisconsin","16,213"
"Brown County, Wisconsin","268,729"
"Buffalo County, Wisconsin","13,312"
"Burnett County, Wisconsin","16,526"
"Calumet County, Wisconsin","52,433"
"Chippewa County, Wisconsin","66,302"
"Clark County, Wisconsin","34,660"
"Columbia County, Wisconsin","58,480"
"Crawford County, Wisconsin","16,115"
"Dane County, Wisconsin","561,507"
"Dodge County, Wisconsin","89,398"
"Door County, Wisconsin","30,066"
"Douglas County, Wisconsin","44,291"
"Dunn County, Wisconsin","45,434"
"Eau Claire County, Wisconsin","105,702"
"Florence County, Wisconsin","4,555"
"Fond du Lac County, Wisconsin","104,152"
"Forest County, Wisconsin","9,176"
"Grant County, Wisconsin","51,950"
"Green County, Wisconsin","37,092"
"Green Lake County, Wisconsin","19,023"
"Iowa County, Wisconsin","23,709"
"Iron County, Wisconsin","6,138"
"Jackson County, Wisconsin","21,142"
"Jefferson County, Wisconsin","86,151"
"Juneau County, Wisconsin","26,721"
"Kenosha County, Wisconsin","169,156"
"Kewaunee County, Wisconsin","20,556"
"La Crosse County, Wisconsin","120,796"
"Lafayette County, Wisconsin","16,608"
"Langlade County, Wisconsin","19,491"
"Lincoln County, Wisconsin","28,421"
"Manitowoc County, Wisconsin","81,360"
"Marathon County, Wisconsin","138,007"
"Marinette County, Wisconsin","41,874"
"Marquette County, Wisconsin","15,596"
"Menominee County, Wisconsin","4,250"
"Milwaukee County, Wisconsin","939,495"
"Monroe County, Wisconsin","46,270"
"Oconto County, Wisconsin","38,971"
"Oneida County, Wisconsin","37,848"
"Outagamie County, Wisconsin","190,710"
"Ozaukee County, Wisconsin","91,499"
"Pepin County, Wisconsin","7,326"
"Pierce County, Wisconsin","42,205"
"Polk County, Wisconsin","44,979"
"Portage County, Wisconsin","70,376"
"Price County, Wisconsin","14,055"
"Racine County, Wisconsin","197,720"
"Richland County, Wisconsin","17,302"
"Rock County, Wisconsin","163,692"
"Rusk County, Wisconsin","14,192"
"St. Croix County, Wisconsin","93,539"
"Sauk County, Wisconsin","65,780"
"Sawyer County, Wisconsin","18,080"
"Shawano County, Wisconsin","40,886"
"Sheboygan County, Wisconsin","118,023"
"Taylor County, Wisconsin","19,915"
"Trempealeau County, Wisconsin","30,756"
"Vernon County, Wisconsin","30,715"
"Vilas County, Wisconsin","23,047"
"Walworth County, Wisconsin","105,226"
"Washburn County, Wisconsin","16,622"
"Washington County, Wisconsin","136,756"
"Waukesha County, Wisconsin","406,971"
"Waupaca County, Wisconsin","51,811"
"Waushara County, Wisconsin","24,526"
"Winnebago County, Wisconsin","171,734"
"Wood County, Wisconsin","74,218"
"Albany County, Wyoming","37,070"
"Big Horn County, Wyoming","11,521"
"Campbell County, Wyoming","47,027"
"Carbon County, Wyoming","14,531"
"Converse County, Wyoming","13,747"
"Crook County, Wyoming","7,184"
"Fremont County, Wyoming","39,234"
"Goshen County, Wyoming","12,503"
"Hot Springs County, Wyoming","4,618"
"Johnson County, Wyoming","8,451"
"Laramie County, Wyoming","100,506"
"Lincoln County, Wyoming","19,582"
"Natrona County, Wyoming","79,955"
"Niobrara County, Wyoming","2,469"
"Park County, Wyoming","29,625"
"Platte County, Wyoming","8,603"
"Sheridan County, Wyoming","30,925"
"Sublette County, Wyoming","8,728"
"Sweetwater County, Wyoming","42,267"
"Teton County, Wyoming","23,323"
"Uinta County, Wyoming","20,446"
"Washakie County, Wyoming","7,682"
"Weston County, Wyoming","6,840"
