zipcode,MedianFamilyIncome,no_college,category_hotdogs_frac,lapophalfshare,Fresh_FV,soda,bmi,ow,fastfood,white_frac,black_frac,hispanic_frac,category_waterproofing,category_countertopinstall,category_electronics,age,male_frac,fast_food,Treatment
54548,51909.14,0.672022443,0.061403509,0.905952281,0.466402531,0.026634546,29.85607353,0.705882353,0.381811794,0.931463518,0.0,0.0113876,0.005076142,0.0,0.0,41.35294118,0.235294118,0.381811794,True
54603,55879.23,0.789935937,0.115384615,0.629009585,0.673502719,0.053427096,30.36121333,0.733333333,0.357639714,0.849842767,0.006432247,0.038379074,0.0,0.003795066,0.003795066,33.26666667,0.15,0.357639714,True
54615,54219.71,0.86064945,0.24742268,0.927401969,0.49242039,0.034810055,30.02613871,0.774193548,0.364038716,0.814271393,0.034812722,0.022874328,0.0,0.007936508,0.003968254,41.09677419,0.322580645,0.364038716,True
54806,53132.06,0.732403379,0.0,0.714106272,0.660492412,0.037164837,28.55965574,0.737704918,0.321349321,0.817193164,0.005264975,0.022181944,0.009090909,0.0,0.0,37.6557377,0.131147541,0.321349321,True
54868,53683.44,0.797241757,0.153846154,0.851577232,0.652747554,0.023499788,28.46086571,0.614285714,0.354271443,0.958452536,0.000910273,0.010663199,0.0,0.0,0.009174312,39.04285714,0.185714286,0.354271443,True
54880,56265.53,0.778397347,0.166077739,0.756529414,0.566232242,0.038295604,29.75160484,0.752688172,0.364320042,0.911215107,0.014402004,0.016873744,0.001945525,0.003891051,0.001945525,35.55376344,0.209677419,0.364320042,True
55011,93907.75,0.798231855,0.039593909,0.988556106,0.68923877,0.026474939,26.92667568,0.648648649,0.334376857,0.945227975,0.006472179,0.013427357,0.00118624,0.004151839,0.002372479,40.13513514,0.135135135,0.334376857,False
55014,95846.68,0.66747804,0.033653846,0.896856434,0.685824079,0.025688884,28.5319328,0.708,0.327079211,0.880447372,0.025879542,0.016903142,0.001191895,0.005363528,0.001787843,39.24,0.244,0.327079211,False
55016,94023.48,0.694912226,0.047826087,0.957915165,0.617091688,0.037887532,29.70418272,0.738970588,0.351222698,0.816357806,0.036268695,0.048131226,0.000597729,0.001195457,0.002988643,38.20220588,0.235294118,0.351222698,False
55024,91805.12,0.649251597,0.032921811,0.92733635,0.588003055,0.023782603,28.5409166,0.690566038,0.326946396,0.890392262,0.012224794,0.043706605,0.0,0.003523194,0.003523194,39.11096863,0.21509434,0.326946396,False
55038,100000.91,0.599279571,0.049342105,0.972195153,0.69957097,0.034384437,27.67792356,0.680628272,0.29202175,0.935096154,0.005408654,0.02302145,0.001764706,0.004705882,0.002352941,38.85863874,0.219895288,0.29202175,False
55042,121564.58,0.527422611,0.055991041,0.89845174,0.655922596,0.030829854,28.20431961,0.745098039,0.269513681,0.909986859,0.005256242,0.035151117,0.000596659,0.001789976,0.002386635,43.39215686,0.196078431,0.269513681,False
55044,108119.27,0.494765199,0.02815534,0.935648261,0.668756089,0.025341575,27.52145247,0.644705882,0.326341208,0.88214495,0.014143387,0.026450479,0.0,0.002934272,0.002347418,40.32941176,0.308235294,0.326341208,False
55051,53523.72,0.835612322,0.253731343,0.886973273,0.692204776,0.044660968,29.81898684,0.763157895,0.339484408,0.96561269,0.002129245,0.017140424,0.004807692,0.004807692,0.004807692,40.60526316,0.157894737,0.339484408,True
55068,108950.58,0.581435232,0.043654822,0.863377829,0.63095583,0.048779424,28.72450758,0.696682464,0.359874947,0.837022622,0.052541961,0.039093721,0.00058651,0.002932551,0.003519062,39.75829384,0.293838863,0.359874947,False
55077,105295.66,0.608809524,0.038383838,0.820069659,0.614172451,0.015117688,28.30787397,0.698630137,0.382530146,0.785431271,0.04221274,0.085187443,0.000607903,0.000607903,0.003039514,40.76712329,0.273972603,0.382530146,False
55082,100952.61,0.54294358,0.08,0.811739745,0.741532507,0.031922107,28.08293808,0.688461538,0.279744615,0.92830928,0.018598747,0.015894478,0.000589971,0.002359882,0.002359882,42.43461538,0.319230769,0.279744615,False
55101,49339.52,0.406053392,0.066098081,0.328625604,0.662665665,0.040398245,27.50686533,0.666666667,0.296939868,0.727520046,0.090635739,0.050544101,0.001246883,0.0,0.002493766,36.89333333,0.24,0.296939868,True
